date,news
2022-07-12,"['NFLX, -1.63% , Tesla Inc. TSLA, -0.54% , Twitter Inc. TWTR, +4.32% and Microsoft Corp. MSFT, -4.10% have announced cutbacks amid inflation, the war in Ukraine, supply-chain constraints, and a looming recession. Google was not immediately available for comment.', 'Musk, who is the chief executive officer of electric vehicle maker Tesla Inc, did not immediately respond to a request for comment. The lawsuit accused Musk of “a long list” of violations of the merger agreement that “have cast a pall over Twitter and its business.”', 'Musk, who is the chief executive officer of electric vehicle maker Tesla Inc, did not immediately respond to a request for comment. The lawsuit accused Musk of “a long list” of violations of the merger agreement that “have cast a pall over Twitter and its business.”']"
2022-07-13,"['Tesla Inc TSLA CEO Elon Musk took to Twitter Inc TWTR early Wednesday afternoon to post that “lithium batteries are the new oil.”', 'Andrej Karpathy, Tesla Inc.’s senior director of AI and head of its Autopilot Vision team, is leaving the company.\n\n“It’s been a great pleasure to help Tesla towards its goals over the last 5 years and a difficult decision to part ways,” he said in a tweet Wednesday.', 'Panasonic Picks Kansas for $4 Billion Battery-Production Site (Bloomberg) -- Panasonic Holdings Corp. has decided on Kansas as the location to build a battery production site expected to cost $4 billion, as the Japanese manufacturer seeks to ramp up production capacity to meet growing demand from Tesla Inc. and other electric-vehicle makers.', 'Photo by Tomohiro Ohsumi / Bloomberg\n\nArticle content (Bloomberg) — Panasonic Holdings Corp. has decided on Kansas as the location to build a battery production site expected to cost $4 billion, as the Japanese manufacturer seeks to ramp up production capacity to meet growing demand from Tesla Inc. and other electric-vehicle makers.', 'Article content For Panasonic, the Kansas location comes with the benefit of being close to the new factory that Tesla recently opened in Austin, Texas.', 'Though Panasonic has supplied Tesla from its early days, the Japanese manufacturer has been slower to build scale compared with rivals LG Energy Solution of South Korea and China’s Contemporary Amperex Technology Co. Instead, Panasonic has stressed that it is prioritizing profit and dedication to safety over market share.']"
2022-07-14,"['On 07/14/2022, Tesla Inc traded for a price of $714.94 per share and a market cap of $740.96Bil. The stock has returned 6.37% over the past year.\n\nGuruFocus gives the company a financial strength rating of 8 out of 10 and a profitability rating of 4 out of 10.', 'In terms of valuation, Tesla Inc has a price-earnings ratio of 97.37, a price-book ratio of 21.81, a EV-to-Ebitda ratio of 56.60 and a price-sales ratio of 13.07.\n\nThe price-to-GF Value ratio is 0.71, earning the stock a GF Value rank of 10.', 'Twitter Inc.’s lawsuit to force billionaire Elon Musk to make good on his promise to buy the social media giant will be resolved in a small but powerful Delaware court that specializes in high-stakes business disputes\n\nFILE - Tesla CEO Elon Musk attends the opening of the Tesla factory Berlin Brandenburg in Gruenheide, Germany, March 22, 2022.', '(Patrick Pleul/Pool Photo via AP, File)\n\nFILE - Tesla CEO Elon Musk attends the opening of the Tesla factory Berlin Brandenburg in Gruenheide, Germany, March 22, 2022.', '(Patrick Pleul/Pool Photo via AP, File)\n\nFILE - Tesla CEO Elon Musk attends the opening of the Tesla factory Berlin Brandenburg in Gruenheide, Germany, March 22, 2022.', '(Patrick Pleul/Pool Photo via AP, File)\n\nFILE - Tesla CEO Elon Musk attends the opening of the Tesla factory Berlin Brandenburg in Gruenheide, Germany, March 22, 2022.', 'Twitter argues that Musk, CEO of electric car maker and solar energy company Tesla Inc., has operated in bad faith and is deliberately trying to tank the deal because market conditions have deteriorated and the acquisition no longer serves his interests.', 'According to the lawsuit, the value of Musk’s shares in Tesla, which he was to draw upon to help finance the acquisition, has declined by more than $100 billion since November.\n\nEither Musk or Twitter would be entitled to a $1 billion breakup fee if the other party is found responsible for the agreement failing.', 'A Look at Eight New Leveraged Single-Stock ETFs\n\nAXS Investments this week is launching eight new leveraged single-stock ETFs focusing on companies including Tesla Inc. (TSLA), Nvidia Inc. (NVDA), PayPal Inc. (PYPL), Nike Inc. (NKE), and Pfizer (PFE).']"
2022-07-15,"['On 07/15/2022, Tesla Inc traded for a price of $720.2 per share and a market cap of $746.41Bil. The stock has returned 9.42% over the past year.\n\nGuruFocus gives the company a financial strength rating of 8 out of 10 and a profitability rating of 4 out of 10.', 'In terms of valuation, Tesla Inc has a price-earnings ratio of 96.53, a price-book ratio of 21.62, a EV-to-Ebitda ratio of 56.13 and a price-sales ratio of 12.96.\n\nThe price-to-GF Value ratio is 0.72, earning the stock a GF Value rank of 10.\n\nThe guru sold out of their 74,051-share investment in NAS:BAND.', 'On 07/15/2022, Tesla Inc traded for a price of $720.2 per share and a market cap of $746.41Bil. The stock has returned 9.42% over the past year.\n\nGuruFocus gives the company a financial strength rating of 8 out of 10 and a profitability rating of 4 out of 10.', 'In terms of valuation, Tesla Inc has a price-earnings ratio of 96.53, a price-book ratio of 21.62, a EV-to-Ebitda ratio of 56.13 and a price-sales ratio of 12.96.\n\nThe price-to-GF Value ratio is 0.72, earning the stock a GF Value rank of 10.\n\nCMH Wealth Management LLC reduced their investment in NAS:PYPL by 39,646 shares.', 'Tesla and SpaceX CEO Elon Musk is facing additional scrutiny from the U.S. Securities and Exchange Commission over his tweets and disclosures related to his controversial $44 billion acquisition of Twitter.', 'Ticker Security Last Change Change % TWTR TWITTER INC. 37.74 +1.45 +4.00% TSLA TESLA INC. 720.20 +5.26 +0.74%\n\nOn June 2, the SEC asked Musk about amending a 13D regulatory filing in relation to a May 17 tweet in which he said the deal ""cannot move forward"" until the social media giant provided evidence that spam and fake accounts make up less than', 'In 2018, the regulator charged Musk with securities fraud over a tweet in which he claimed to have funding secured to take Tesla private. Musk and Tesla entered into a $40 million settlement with the agency, which requires Musk to have all tweets about the electric vehicle maker approved by a lawyer before publishing.']"
2022-07-16,"[""Tesla (TSLA) - Get Tesla Inc. Report is known as the industry leader in everything related to electric vehicles.\n\nCEO Elon Musk's trend-setting company set records in producing the most electric vehicles in 2021 with 930,422 built and delivering the most at 936,222 EVs."", ""Tesla Faces Competition From Many Competitors\n\nVolkswagen showed some of the best results from Tesla's competition in the first half of 2022, delivering 217,100 EVs. Ford (F) - Get Ford Motor Company Report delivered almost 23,000 EVs in the first half of 2022. Rivian (RIVN) - Get Rivian Automotive Inc."", ""Tesla also has been the industry leader in vehicle charging stations with over 30,000 superchargers throughout the world. Volkswagen's electric car charging subsidiary Electrify America has 3,500 charging ports in the U.S. and 807 stations in Canada."", 'GM Challenges Big Tesla Advantage', 'Tesla, Inc. TSLA CEO Elon Musk has locked horns with Dish Network Corporation\'s DISH Charlie Ergen.\n\nWhat Happened: Ergen is trying to steal the 12 Gigahertz bandwidth spectrum meant for space internet, Musk said in a late Friday tweet. ""Not cool,"" he added.\n\nCharlie Ergen is trying steal the 12GHz band meant for space Internet.', '-based OneWeb, which is working on a high-speed satellite internet service for enterprises, has joined in, with a call for the FCC to reject plans for opening up the 12 GHz band for ground-based 5G, Drive Tesla Canada reported.', 'That would be great. — Elon Musk (@elonmusk) July 16, 2022\n\nTesla recently rolled out Starlink internet services for recreational vehicles and ocean-going vehicles. Ahead of that in early May, the company also announced a portability feature that will allow users to take their dishes wherever the service is available.', 'Photo: Created with images Tesla Owners Club Belgium on Flickr and Steve Jurvetson and Sam Churchill on Flickr', 'Dogecoin DOGE/USD co-founder Jackson Palmer is now showing compassion to Tesla Inc TSLA CEO Elon Musk.\n\nIn a recent tweet, Palmer slammed video hosting platform YouTube for failing to take action against Livestream scams using Musk. Palmer could locate several scam streams using a simple name search.\n\nGenuinely baffled by this.']"
2022-07-17,"['Hunt Transport Services, Johnson & Johnson, Lockheed Martin, Netflix, and Novartis on Tuesday; Abbott Laboratories, ASML Holding, Baker Hughes, Biogen, Crown Castle International, CSX, Discover Financial Services, Tesla and United Airlines on Wednesday; American Airlines Group, AT&T, Blackstone, Capital One Financial, Dow, Snap, Domino’s Pizza, Freeport-McMoRan', 'The market will hear this week from Goldman Sachs, Bank of America, Tesla, IBM, AmEx, Travelers, Netflix, Twitter and Johnson & Johnson.\n\nFed officials continued to massage expectations for next week’s policy meeting. Atlanta Fed President Raphael Bostic said raising rates too quickly could harm the economy.', 'Tesla and United Airlines Holdings report on Wednesday, then AT&T, Dow, Snap, American Airlines Group, Domino’s Pizza, and Freeport-McMoRan all go on Thursday. Results from American Express, Verizon Communications, and Twitter will close the week on Friday.', 'Wednesday 7/20\n\nAbbott Laboratories, ASML Holding, Baker Hughes, Biogen, Crown Castle International, CSX, Discover Financial Services, Elevance Health, Kinder Morgan, Nasdaq, Tesla, and United Airlines Holdings release earnings.\n\nThe National Association of Realtors reports existing-home sales for June.', 'Tesla, AT&T, Netflix, Goldman Sachs, Twitter, and Other Stocks for Investors to Watch This Week']"
2022-07-18,"['In recent weeks, tech companies like Netflix, Coinbase and Tesla have announced their intention to reduce staff numbers.\n\nMeanwhile, global oil prices climbed by 4% overnight with the benchmark Brent crude price bouncing back to $US105.20 a barrel.', 'On 07/18/2022, Tesla Inc traded for a price of $721.64 per share and a market cap of $747.90Bil. The stock has returned 12.02% over the past year.\n\nGuruFocus gives the company a financial strength rating of 8 out of 10 and a profitability rating of 4 out of 10.', 'In terms of valuation, Tesla Inc has a price-earnings ratio of 97.91, a price-book ratio of 21.93, a EV-to-Ebitda ratio of 56.93 and a price-sales ratio of 13.15.\n\nThe price-to-GF Value ratio is 0.71, earning the stock a GF Value rank of 10.\n\nUSS Investment Management Ltd reduced their investment in NYSE:BRK.B by 186,190 shares.', ""Delta rose 3.4%\n\nThis week's earnings calendar includes results from Netflix, Johnson & Johnson and Tesla. – AFP""]"
2022-07-19,"['Tesla Inc TSLA CEO Elon Musk couldn’t help but poke fun at the news.\n\n“Teslas are the most made-in-USA vehicles,” Musk tweeted.\n\nThe tweet from Musk came in response to Teslarati writer Johnna Crider who shared a post and her thoughts on the General Motors news.\n\n“Wow…And @potus snubbed @elonmusk and Tesla to put GM on a pedestal.', 'Sawyer Merritt, who posts news on electric vehicles and Tesla on Twitter Inc TWTR, also weighed in earlier Tuesday with his opinion.\n\n“What was that Biden said again? Reminder: Tesla has the most AMERICAN made cars. GM Is not even in the top 10,” Merritt said.', 'Benzinga reported on the list in June and highlighted that Tesla dominated the chart with four of the top six cars made in America:\n\n1. Tesla Model Y\n\n2. Tesla Model 3\n\n3. Lincoln Corsair\n\n4. Honda Passport\n\n5. Tesla Model X\n\n6. Tesla Model S\n\nGeneral Motors did not have a single vehicle on the top 10 list.', 'After months of not mentioning Tesla by name in speeches, Biden finally named the brand in February 2022.\n\nBarra shared with the Associated Press Monday that she believes the company will sell more electric vehicles than Tesla by 2025. Barra said one way to accomplish this goal is by offering vehicles at prices most consumers can afford.', 'The lowest-priced Tesla vehicle is the Model 3, with a starting price of around $48,000.\n\nGeneral Motors sold around 25,000 electric vehicles in the U.S. in 2021 according to the AP report, while Tesla sold 352,000 in the year.\n\nGM plans on offering the Chevrolet Bolt for around $26,000 later this year and the Chevy Equinox for $30,000 in 2023.', 'Tesla shares closed Tuesday up 2.07% to $736.59.', 'Jury finds Tesla 1% negligent in fatal Model S crash\n\nArticle content A Florida jury found electric car maker Tesla Inc 1% negligent in the death of an 18-year-old man whose Model S sedan slammed into a concrete wall after the car’s speed limiter had been deactivated, with the teenager and his father found to be 99% at fault.', 'Try refreshing your browser, or Jury finds Tesla 1% negligent in fatal Model S crash Back to video Monday’s verdict by a Fort Lauderdale federal jury came in what lawyers for James and Jenny Riley, whose son Barrett died in the crash, called the first trial against Tesla over an accident involving its vehicles.', 'Riley’s parents said the crash occurred after a Tesla technician, without their knowledge, disabled a device that had been installed at their request and which capped the Model S’s speed at 85 mph (137 kph).', 'The jury found Tesla 1% negligent, Barrett Riley 90% negligent, James Riley 9% negligent and Jenny Riley not negligent in Barrett Riley’s death. The jury said James and Jenny Riley suffered a respective $4.5 million and $6 million of damages for pain and suffering, which the judge can reduce based on the negligence findings.', 'Lawyers for Tesla did not immediately respond on Tuesday to requests for comment. Tesla, headed by billionaire entrepreneur Elon Musk, had said that Barrett Riley’s recklessness caused the crash and his parents should have taken away the keys after his March 2018 speeding ticket for driving at 112 mph (180 kph).', 'Tesla has faced a variety of lawsuits and regulatory probes over crashes tied to its Autopilot feature. That feature was not at issue in Barrett Riley’s crash, court records show.', 'Jury finds Tesla 1% negligent in fatal Model S crash', 'Dow Jones futures rose slightly overnight, along with S&P 500 futures and Nasdaq futures, with Netflix subscribers in focus and Tesla results looming. The major indexes rebounded Tuesday above some key levels after hitting resistance on Monday.\n\nX\n\nGains were broad-based, but there were few new buying opportunities.', 'Tesla (TSLA) headlines earnings Wednesday night. Tesla earnings should show an increase vs. Q2 2021 but decline substantially vs. Q1, reflecting Covid-related impacts on Shanghai production. Tesla stock climbed 2.1% on Tuesday to 736.59, above its 50-day line and just below some short-term resistance.', ""Tesla CEO Elon Musk for his effort to terminate the Twitter takeover. The trial will start in October. Musk had sought a delay into 2023, which would have put pressure on Twitter to settle. While the ruling was not on the merits of the case, it's a positive indication for Twitter."", ""Tesla Vs. BYD: Which EV Giant Is The Better Buy?\n\nMarket Rally Analysis\n\nAfter reversing lower from key resistance on Monday, the market rally rebounded strongly Tuesday in higher volume vs. Monday. The Nasdaq bounced back above its 50-day line and Monday's intraday high to top its late June and early July highs.""]"
2022-07-20,"['Tesla released its Q2 earnings late in the day, reporting a 32% decline in profit from the record levels in the first quarter, citing supply chain issues.\n\nBut the EV maker still impressed with a US$2.26 billion net profit for Q2, compared to US$3.32 billion in Q1.', 'Tesla also stuck with its earlier guidance of a 50% increase in annual vehicles sales growth in the next two years, but acknowledged it all will depend on supply chains and other issues. CEO Elon Musk had earlier labelled the current lithium price to be “insane”.', 'Tesla rose just 0.80%, but other tech giants gained with Netflix rising by 7% after predicting that it would return to customer growth in Q3, following the smaller than expected 1 million drop in subscribers in Q2 announced yesterday.\n\nThe spot gold price has now fallen below US$,1700, and was trading at US$1,696 an ounce.', 'Tesla Inc. sold most of its bitcoin, seemingly at a loss, but Chief Executive Elon Musk suggested Wednesday that executives would be willing to purchase more in the future while calling cryptocurrency “a side show to the side show.”', 'Tesla TSLA, +0.80% disclosed in a second-quarter earnings report late Wednesday that the electric-vehicle maker sold three-quarters of its bitcoin BTCUSD, +0.90% holdings last quarter.', 'See: Tesla stock rises after EV maker reports better-than-expected Q2 profit, jump in sales\n\nTesla bought about $1.5 billion worth of bitcoin early in 2021, likely at prices close to $38,000 for each coin, according to MarketWatch sister publication Barron’s, but quickly sold 10% of that total in a move executives characterized as proof of liquidity', 'Tesla trumpeted its entry into the bitcoin frenzy by adding the titles “Technoking” to Musk and “Master of Coin” to Kirkhorn in March 2021. As Tesla announces the sale of most of its bitcoin Wednesday, though, Musk sounded less enthusiastic.\n\n“Cryptocurrency is a side show to the side show,” he said in Wednesday’s conference call.', '“The fundamental goal of Tesla and the reason we’re doing this, which is my primary motivation here, is to have the day of sustainable energy come sooner. That’s our goal. We’re neither here nor there on cryptocurrency,” he concluded.', 'After Tesla sold most of its bitcoin, Elon Musk says he is open to buying more, though ‘cryptocurrency is a side show’', 'Bitcoin trimmed early gains after Tesla, the electric vehicle maker, revealed that it sold most of its Bitcoin holdings for fiat currency. The top US aluminum producer, Alcoa, beat estimates, but profits fell from the prior quarter due to weaker aluminum prices. Aluminum prices fell nearly 25% from April to June.']"
2022-07-21,"['., the tech-heavy Nasdaq Composite rose 1.36% to close at 12,059.61 as Tesla shares surged. The S&P 500 gained nearly 1% to end the session at 3,998.95, and the Dow Jones Industrial Average advanced 162.06 points, or 0.51%, to 32,036.90.', 'The tech-heavy Nasdaq-100 Index (NDX) was the biggest gainer, led by a nearly 10% surge in Tesla. Snap, Inc. reported weak results after the bell.\n\nWTI crude and Brent crude oil prices fell as economic growth fears accelerated. WTI crude lost around 3.5% overnight.', 'NEW YORK: Wall Street stocks shrugged off early weakness and finished higher for a third straight session yesterday (July 21) following strong Tesla results and a pullback in the US dollar.\n\nTesla surged nearly 10% after it reported better-than-expected profits despite a drag from lower output at a key China factory due to Covid-19 restrictions.']"
2022-07-22,"['On 07/22/2022, Tesla Inc traded for a price of $816.73 per share and a market cap of $846.45Bil. The stock has returned 25.79% over the past year.\n\nGuruFocus gives the company a financial strength rating of 8 out of 10 and a profitability rating of 4 out of 10.', 'In terms of valuation, Tesla Inc has a price-earnings ratio of 101.47, a price-book ratio of 22.73, a EV-to-Ebitda ratio of 58.61 and a price-sales ratio of 13.64.\n\nThe price-to-GF Value ratio is 0.80, earning the stock a GF Value rank of 10.', 'On 07/22/2022, Tesla Inc traded for a price of $816.73 per share and a market cap of $846.45Bil. The stock has returned 25.79% over the past year.\n\nGuruFocus gives the company a financial strength rating of 8 out of 10 and a profitability rating of 4 out of 10.', 'In terms of valuation, Tesla Inc has a price-earnings ratio of 101.47, a price-book ratio of 22.73, a EV-to-Ebitda ratio of 58.61 and a price-sales ratio of 13.64.\n\nThe price-to-GF Value ratio is 0.80, earning the stock a GF Value rank of 10.\n\nCottage Street Advisors LLC reduced their investment in NYSE:F by 51,989 shares.', 'We heard this week from Netflix (NFLX), Tesla (TSLA), Bank of America (BAC), and Goldman Sachs (GS), among many others. In last earnings season, we saw monumental pullbacks in many stocks, especially those forced to guide down expectations for future quarters.', 'We did get to hear from Tesla (TSLA) this week. Supply chain challenges are still something they are working through over at Tesla, but they seem to be coping much more effectively with them than almost any other industrial manufacturer.']"
2022-07-23,"['It’s much more exciting and you get more viewers and readers when you write about Tesla TSLA and Google GOOG but a good price is paid for those kinds of situations.\n\nThese are value stocks in the traditional sense:\n\nThe Bank of New York Mellon BK .', 'aislan13/iStock via Getty Images\n\nMeme stocks prove to be surprisingly resilient to the recent downward move in equities; EV manufacturer Rivian Automotive Inc (RIVN) joins Tesla (TSLA) and Lucid (LCID) in the Buzz Index.', 'Another widely hyped EV has been the R1T electric truck from Rivian Automotive, which was similarly regarded to LCID as being a potential competitor to market-leader Tesla. RIVN, which was formed in 2009, changed its focus to exclusively electric and autonomous vehicles in 2015, a move that helped it rapidly expand in the following years.', 'Tesla, Inc. TSLA CEO Elon Musk on Saturday offered an update on the company’s service offering.\n\nMusk tweeted that he is excited to work with “Tesla Service” to provide same-hour service as often as possible. “Applying Formula 1 pit crew techniques to Teslas,” he added.', 'Excited to work with Tesla Service to enable same-hour service as often as possible!', '. — Elon Musk (@elonmusk) July 23, 2022\n\nRead Benzinga’s review of week’s key developments in the EV space\n\nIn June, Musk tweeted that Tesla is focused on achieving same-day service in North America for two-thirds of the cars. Tesla currently promises that most service can be resolved using over-the-air updates.', 'If a service visit is needed, one can schedule it on the Tesla app or stop by the nearest Tesla service center, following which remote diagnostics are performed. The service team then contacts the Tesla user to gather additional information before the service is undertaken.', 'Tesla stock closed Friday’s session up 0.20% at $816.73, according to Benzinga Pro data.\n\nPhoto: Created with an image from Steve Jurvetson on Flickr', ""Elon Musk Says Tesla To Provide Same-Hour Service To Vehicles: 'Applying Formula 1 Pit Crew Techniques'""]"
2022-07-24,"['In other markets, iron ore prices jumped almost 6% to US$104.55 a tonne, oil prices were lower by around 2%, and Bitcoin is trading at US$22,845 this morning, up 2% in the last 24 hours.\n\n\n\n5 ASX small caps to watch today\n\nResonance Health (ASX:RHT)\n\nResonance’s FerriScan, its flagship product, is now available for use on Tesla 3T MRI scanning machines', '(not related to the Tesla company). 3T MRI machines are the newer generation of MRI scanning machines, and are prevalent in hospitals and MRI centres globally, with increasing popularity and usage.\n\n92 Energy (ASX:92E)\n\n92E has intersected near surface uranium mineralisation at the GMZ Uranium Discovery in Canada starting at 60m below surface.', 'Their falling out is one of a string of personal issues Musk has faced even as he juggles business challenges, including manufacturing disruptions at Tesla Inc. TSLA, +0.20% and a court fight over his desire to withdraw his $44 billion bid for Twitter Inc. TWTR, +0.81% .', ""The analyst said in a follow-up tweet, tagging Tesla, Inc. TSLA CEO Elon Musk that he counted 95 vehicles. Listing Tesla's Model S, 3, X, Y, Cybertruck, Robotaxi, Roadster, and Semi, Winton said “hard enough task keeping 8 well-mannered imv.”"", 'That still happens, but it’s niche. — Elon Musk (@elonmusk) July 24, 2022\n\nTesla stock closed Friday’s session up 0.20% at $816.73, according to Benzinga Pro data.\n\nPhoto: Created with an image from Ministério Das Comunicações on flickr']"
2022-07-25,"[""The crypto has continued its ongoing popularity following Tesla Inc TSLA CEO Elon Musk's endorsement of the meme coin as his favorite cryptocurrency... Read More\n\nThis survey was conducted by Benzinga in July 2022 and included the responses of a diverse population of adults 18 or older."", 'On 07/25/2022, Tesla Inc traded for a price of $805.3 per share and a market cap of $834.61Bil. The stock has returned 25.17% over the past year.\n\nGuruFocus gives the company a financial strength rating of 8 out of 10 and a profitability rating of 4 out of 10.', 'In terms of valuation, Tesla Inc has a price-earnings ratio of 109.27, a price-book ratio of 24.47, a EV-to-Ebitda ratio of 63.65 and a price-sales ratio of 14.67.\n\nThe price-to-GF Value ratio is 0.79, earning the stock a GF Value rank of 9.\n\nOREGON PUBLIC EMPLOYEES RETIREMENT FUND reduced their investment in NAS:MSFT by 222,518 shares.', ""source: finviz\n\nBitcoin's Underlying Strength\n\nThe latest feather in its cap is from Tesla Inc (TSLA) quarterly report when the company noted it had liquidated 75% of its holdings to raise nearly $975 million in cash to deal with corporate liquidity purposes. BTC continued trading higher on the day despite the report."", ""The support of crypto from Tesla CEO Elon Musk was long seen as a major boost to the asset class credibility and it's encouraging to see BTC brushing aside this surprising turn of events.\n\nIn many ways, the combination of all these developments and Bitcoin's ability to survive help reaffirm its more structural long-term bullish thesis.""]"
2022-07-26,"[""Try SwingTrader\n\nBest Growth Stocks To Buy And Watch\n\nIBD Digital: Unlock IBD's Premium Stock Lists, Tools And Analysis Today\n\nTesla Vs. BYD: Which EV Giant Is The Better Buy?"", ""TWTR, +0.25% announced Tuesday that it has scheduled its special meeting at which shareholders will vote on whether to approve Tesla Inc. TSLA, -3.57% Chief Executive Elon Musk's $44 billion takeover of the company. The meeting will take place Sept. 13. at 10 a.m. Pacific."", ""The Associated Press points to SpaceX, a company founded by Tesla Inc TSLA CEO Elon Musk, as a potential factor in the decision.\n\nMusk reacted to the news of Russia's plan to leave the ISS with a two-word tweet on Tuesday .""]"
2022-07-27,"['., Tesla Inc., Toyota Motor Corp., and Volkswagen AG.\n\nThe report also covers the following areas:\n\nGet lifetime access to our Technavio Insights. Subscribe now to our ""Basic Plan""\n\nbilled annually at USD 5000.', 'Ltd., Tesla Inc., Toyota Motor Corp., and Volkswagen AG Market Dynamics Parent market analysis, Market growth inducers and obstacles, Fast-growing and slow-growing segment analysis, COVID 19 impact and future consumer dynamics, market condition analysis for the forecast period, Customization purview If our report has not included the data that you are', 'Twitter has been battling Elon Musk in court after the Tesla Inc. TSLA, +6.17% chief executive notified the company he was terminating his $44 billion agreement to acquire it, after raising the issue of bots and spam on the platform.', ""Apple has plucked one of Lamborghini's top car-development managers from Volkswagen Group, in a sign that it's accelerating work on its self-driving electric vehicle program that's already seen hundreds of former Tesla, Rivian, Alphabet and other engineers join, according to Bloomberg."", 'Before that, Apple enlisted former Tesla Inc. Autopilot chief Stuart Bowers to work on self-driving technology. The Apple project includes hundreds of former engineers from Tesla and other car companies, including Rivian Automotive Inc., Alphabet Inc.’s Waymo, Volvo Car AB and Mercedes-Benz Group AG.', ""It also has former senior design executives on staff from Tesla, McLaren, Porsche and Aston Martin. -Bloomberg\n\nApple is shooting for a 2025 introduction, with a design that lets riders face each other in a 'limousine-like' interior."", 'Ultimately, Apple has ambitions to create a fully-autonomous car without a steering wheel or pedals, that could spell trouble for Tesla.\n\nThat said, Apple has also lost a few key people along the way - including former project head, Doug Field (former Tesla who joined Ford), and AI specialist Ian Goodfellow.']"
2022-07-28,"['salarko/iStock Editorial via Getty Images\n\nThesis Summary\n\nTesla, Inc. (TSLA) recently reported its second quarter results, leading the stock to rally on the day. However, the company also disclosed that it had sold a large part of its Bitcoin (BTC-USD) holdings, and the cryptocurrency has performed poorly since.', 'Tesla and Bitcoin, a Short Story\n\nTesla reported its second quarter results last week, and though a lot can be said about its growth prospects and margins, I’d like to focus today on the effect this latest report had on Bitcoin.', 'Tesla and Bitcoin Performance (TradingView)\n\nAs we can see in the chart above, the company’s Q2 results sent the stock up by over 10% on the day, while Bitcoin began to fall.\n\nIt is a well-known fact that Musk has been a crypto enthusiast for some time now, which led him/Tesla to purchase $1.5 billion in Bitcoin at the beginning of 2021.', 'Fast-forward to Q2 2022, and Tesla has announced that it has shaved off 75% of its remaining holdings. According to the quarterly report, this has netted Tesla a profit of $64 million on a sale worth $936 million. However, the company also recorded an impairment loss on its remaining $170 million.', 'Is Tesla Done with Bitcoin?\n\nTrying to predict what Musk is planning to do, let alone why he does what he does, is perhaps a fool’s errand. This is the man who recently pulled out of a multibillion-dollar deal with Twitter Inc. (TWTR).\n\nHaving said that, we have concrete indications that show Elon is still a “Bitcoin bull”.', 'Source: Earnings call\n\nOn top of that, it is also worth mentioning that Tesla is still holding on to all of its Dogecoin (DOGE-USD). Although there is no direct reporting of how much DOGE, we can estimate the current value to be close to $15 million.\n\nHas Tesla Profited From Bitcoin?', 'Tesla invested $1.5 billion in Bitcoin. At an average price of $29,000 per Bitcoin, meaning they bought roughly 52,000 Bitcoin. They then sold 10%, 5,200 BTC, for $272 million. This implies that Tesla sold when Bitcoin was priced at $52,000, quite close to the ATH.\n\nIn Q2 of 2022, Tesla sold 75% of its Bitcoin, leaving 25%.', 'According to Bitcoin Treasuries, Tesla still owns 10,800 Bitcoin, meaning they sold 32,400 out of their remaining 43,200 Bitcoin for $936 million. Interestingly, this implies that Tesla sold its Bitcoin for $28,888, just beneath their average acquisition price.\n\nThe chart below illustrates this sequence of events.', ""Tesla Bitcoin History (Author's work)\n\nIn terms of absolute profit, Tesla invested $1.5 billion to buy 52,000 BTC. They sold Bitcoin worth $272 million in 2021 and $936 million in 2022, netting $1.2 billion. On top of that, the company still owns 10,800 Bitcoin, valued at $248.4 million today."", 'Tesla is only the last in a long line of institutions forced to sell, including miners in recent weeks. But to the seasoned Bitcoin investors, this is evidence that the bottom is near.\n\nTesla has stated that it is still open to buying Bitcoin. However, the company has liquidity needs, just like Bitcoin miners.', 'Tesla Flies And Bitcoin Dies: Understanding Tesla’s Q2 Bitcoin Sales (BTC-USD)', 'On 07/28/2022, Tesla Inc traded for a price of $842.7 per share and a market cap of $880.19Bil. The stock has returned 30.25% over the past year.\n\nGuruFocus gives the company a financial strength rating of 8 out of 10 and a profitability rating of 4 out of 10.', 'In terms of valuation, Tesla Inc has a price-earnings ratio of 101.54, a price-book ratio of 24.11, a EV-to-Ebitda ratio of 60.52 and a price-sales ratio of 14.32.\n\nThe price-to-GF Value ratio is 0.82, earning the stock a GF Value rank of 9.', 'On 07/28/2022, Tesla Inc traded for a price of $842.7 per share and a market cap of $880.19Bil. The stock has returned 30.25% over the past year.\n\nGuruFocus gives the company a financial strength rating of 8 out of 10 and a profitability rating of 4 out of 10.', 'In terms of valuation, Tesla Inc has a price-earnings ratio of 101.54, a price-book ratio of 24.11, a EV-to-Ebitda ratio of 60.52 and a price-sales ratio of 14.32.\n\nThe price-to-GF Value ratio is 0.82, earning the stock a GF Value rank of 9.\n\nArizona State Retirement System reduced their investment in NAS:AAPL by 24,727 shares.']"
